Ulke_Kodu;Ulke_Adi;Kita;Gelismiþlik_Durumu;Yil;Yasam_Beklentisi;Lise_Okullasma_Orani;Kisi_Basi_Saglik_Harcamasi;Hava_Kirliligi_PM25;Nufus;Bebek_Olum_Orani;Bes_Yas_Alti_Olum;Asi_Hepatit_B;Asi_Kizamik;Asi_Difteri;HIV_Prevalansi;Alkol_Tuketimi;Yenilenebilir_Enerji_Payi;Fosil_Yakit_Tuketimi;Kisi_Basi_Enerji_Tuketimi;Komur_Elektrik_Payi;Yenilenebilir_Elektrik_Payi;Orman_Alani_Yuzdesi;Orman_Alani_KM2;Tarim_Arazisi_Yuzdesi;Tatli_Su_Cekim_Orani;Guvenli_Icme_Suyu_Erisimi;Guvenli_Sanitasyon_Erisimi
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2000;74,826;70,31864929;65,47674561;22,26518857;3089027;17,8;27;96;95;97;0,1;4,43;41,4;58,62622522;581,374749;0;0;28,07664234;7693;41,75182482;6,83197026;49,13831997;22,87998737
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2001;75,083;72,48457336;73,92171478;22,36600621;3060173;17;25,6;96;95;97;0,1;4,43;39;60,85769743;598,2283171;0;0,003753351;28,12324818;7705,77;41,56934307;6,507286245;49,08119867;23,47597433
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2002;75,299;74,53891754;78,72909546;22,48278512;3051010;16,1;24,3;96;96;98;0,1;4,57;35,8;63,13079253;661,1179516;0;0,007223114;28,16985401;7718,54;41,60583942;6,18260223;48,9847658;24,0367366
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2003;75,557;77,75182343;105,436676;22,59344935;3039616;15,2;22,9;97;93;97;0,1;4,58;33,7;64,41016812;649,3578811;0;0,005408654;28,21645985;7731,31;40,91240876;5,857918216;48,88544262;24,57677109
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2004;75,951;78,98018646;136,5072479;22,67592295;3026939;14,4;21,4;99;96;97;0,1;4,98;35,8;65,46766838;716,6231459;0;0,004816268;28,26306569;7744,08;40,94890511;5,533234201;50,71767846;25,09591032
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2005;76,427;82,97142792;149,9751587;22,70812997;3011487;13,5;20;98;97;98;0,1;5,3;36,8;66,34901632;721,0774074;0;0,0049605;28,30967153;7756,85;39,30656934;5,208550186;52,57833499;25,871434
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2006;76,994;84,32576752;164,2209015;22,5109696;2992547;12,7;18,5;98;95;97;0,1;5,64;31,6;64,36209553;707,8906065;0;0,004887762;28,35627737;7769,62;40,87591241;4,730185874;54,46708247;26,65914384
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2007;77,691;86,21885681;209,3191071;22,04122997;2970017;11,9;17,1;98;97;98;0,1;5,81;32;65,01849464;680,9481662;0;0,009440559;28,40288321;7782,39;40,83941606;4,638438662;56,38384292;27,42442168
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2008;78,248;87,83383942;237,1034088;21,48066857;2947314;11,1;15,8;99;98;99;0,1;6;35,8;63,7091916;712,287869;0;0,007110877;28,44948905;7795,16;43,10218978;4,54669145;58,32848068;28,16723497
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2009;78,509;89,3157196;236,9424439;21,01104291;2927519;10,3;14,5;98;97;98;0,1;5,94;37,1;63,27129499;734,0578099;0;0,007881584;28,49609489;7807,93;43,84306569;4,454944238;60,30090743;28,88826295
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2010;78,414;93,68182373;253,9824677;20,81411047;2913021;9,6;13,3;99;99;99;0,1;5,9;37;63,07473062;731,0533975;0;0,007135307;28,54270073;7820,7;43,84306569;4,363197026;62,30063015;29,58671586
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2011;78,303;95,47052765;273,7529297;22,79990425;2905195;9;12,2;99;99;99;0,1;5,58;35,8;61,34830548;766,8946175;0;0,018372703;28,59465328;7834,935;43,83211679;4,271449814;64,32739937;30,26324333
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2012;78,084;97,60861206;260,683197;20,96272041;2860708;8,5;11,2;99;98;99;0,1;5,37;39,9;57,58861587;699,4448977;0;0,019470899;28,64660584;7849,17;43,84306569;4,179702602;66,38085285;30,9175596
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2013;77,995;102,9032095;276,0765686;19,40753225;2816902;8;10,5;99;99;99;0,1;5,04;41,1;56,22837288;826,0183849;0;0,014800977;28,69855839;7863,405;43,33211679;4,08795539;68,45983183;34,32841065
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2014;78,029;103,3213775;293,1267395;19,36794422;2773767;7,8;9,9;99;98;99;0,1;5;38,6;61,23871571;844,59008;0;0,034504657;28,75051095;7877,64;42,85729927;3,996208178;70,56325735;37,74912237
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2015;78,358;102,4407293;253,9334717;19,12155731;2731293;7,6;9,6;99;97;99;0,1;5,04;38,5;47,35338698;803,9874481;0;0,024257846;28,8024635;7891,875;42,85766423;3,420074349;70,5919729;41,17939197
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2016;78,643;99,17075505;275,4367676;17,60216399;2689469;7,6;9,4;99;96;99;0,1;5,13;39,4;0;840,6193636;0;0,013621177;28,80218978;7891,8;43,12773723;4,059479554;70,61650673;44,61811376
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2017;78,9;97,57436975;295,523468;18,55524382;2648285;7,7;9,3;99;96;99;0,1;5,13;36,9;0;894,4663996;0;0,048166151;28,79206204;7889,025;42,8569708;4,055762082;70,63694076;48,06461132
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2018;79,238;98,82238786;349,2112732;19,04618623;2607733;7,8;9,3;99;94;99;0,1;5,11;37,8;0;904,7397747;0;0,01730387;28,7919708;7889;42,84967153;3,56133829;70,65335205;51,5182822
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2019;79,467;99,01515357;366,3401489;15,70470712;2567801;8;9,4;99;95;99;0,1;5,11;40,1;0;908,3172527;0;0,442758356;28,7919708;7889;42,84671533;4,204460967;70,66585394;54,81327267
ALB;Albania;Avrupa ve Orta Asya;Üst-Orta Gelirli;2020;77,824;95,92944745;396,1747742;15,70700364;2528480;8,1;9,4;98;91;98;0,1;4,47;44,4;0;855,1855942;0;0,624317711;28,7919708;7889;42,53850365;2,921933086;70,6745369;58,03696909
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2000;71,443;;;6,78903031;56855;;;;;;;;0;;;0;0;88,65;177,3;11,35;;81,90921564;42,8726439
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2001;71,573;;;6,770378147;57053;;;;;;;;0;;;0;0;88,5;177;11,5;;82,58782472;42,83874567
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2002;71,755;;;6,74783747;57062;;;;;;;;0;;;0;0;88,35;176,7;11,65;;83,26878477;42,80484744
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2003;71,698;;;6,72087595;56971;;;;;;;;0;;;0;0;88,2;176,4;11,8;;83,95209577;42,7709492
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2004;72,277;;;6,688961261;56818;;;;;;;;0;;;0;0;88,05;176,1;11,95;;84,63775773;42,73705097
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2005;72,382;;;6,651561073;56617;;;;;;;;0;;;0;0;87,9;175,8;12,1;;85,32577065;42,70315273
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2006;72,397;;;6,599521431;56374;;;;;;;;0;;;0;0;87,75;175,5;12,25;;86,01613453;42,6692545
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2007;72,365;;;6,522755649;56113;;;;;;;;0;;;0;0;87,6;175,2;12,4;;86,70884938;42,63535626
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2008;72,43;;;6,419332302;55828;;;;;;;;0;;;0;0;87,45;174,9;12,55;;87,40391518;42,60145803
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2009;70,839;;;6,287319968;55528;;;;;;;;0;;;0;0;87,3;174,6;12,7;;87,96087702;42,56755979
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2010;72,587;;;6,124787222;55228;;;;;;;;0;;;0;0;87,15;174,3;12,85;;88,17401513;42,53366156
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2011;72,662;;;5,787132649;54895;;;;;;;;0;;;0;0,173756355;87;174;13;;88,38715324;42,49976332
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2012;72,709;;;5,899522844;54489;;;;;;;;0,1;;;0;0,900785792;86,85;173,7;13,15;;88,60029135;42,46586509
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2013;72,769;;;6,036480597;54006;;;;;;;;0,2;;;0;1,548403609;86,7;173,4;13,3;;88,81342946;42,43196685
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2014;72,687;;;6,38148164;53466;;;;;;;;0,2;;;0;1,50203666;86,55;173,1;13,45;;89,02656757;42,39806862
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2015;72,654;;;6,345876885;52878;;;;;;;;0,2;;;0;1,519311733;86,4;172,8;13,6;;89,23970568;42,36417038
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2016;72,64;;;6,929692827;52245;;;;;;;;0,2;;;0;1,831158954;86,25;172,5;13,75;;89,45284379;42,33027215
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2017;72,801;;;6,923399181;51586;;;;;;;;0,3;;;0;4,587482219;86,1;172,2;13,9;;89,6659819;42,29637392
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2018;72,794;;;6,981745567;50908;;;;;;;;0,3;;;0;4,756228394;85,95;171,9;14,05;;89,87912001;42,26247568
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2019;72,751;;;6,728531738;50209;;;;;;;;0,4;;;0;4,273799252;85,8;171,6;14,2;;90,09225812;42,22857745
ASM;American Samoa;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2020;72,672;;;6,715147395;49761;;;;;;;;0,4;;;0;3,871004307;85,65;171,3;14,35;;90,30539623;42,44780771
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2000;81,863;;1294,091187;16,22159887;65685;6,6;7,6;84;97;98;;12,55;14,5;;;0;0;34,04255319;160;48,93617021;;90,63999795;21,28017952
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2001;82,162;;1378,708374;16,03989638;65852;6,3;7,2;84;97;96;;12,55;15,4;;;0;0;34,04255319;160;48,40425532;;90,63999836;26,18708012
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2002;82,448;82,29112244;1590,685547;15,73220439;66506;6,1;6,8;84;98;97;;12,39;15,8;;;0;0;34,04255319;160;48,61702128;;90,64000071;31,09398144
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2003;82,718;82,70326233;1888,135742;15,34569712;69486;5,8;6,5;81;96;99;;12,12;16,5;;;0;0;34,04255319;160;48,63829787;;90,6400007;36,00088208
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2004;82,815;79,48153687;2060,269287;14,92754875;74325;5,6;6,2;77;98;99;;12,19;16,6;;;0;1,063829787;34,04255319;160;48,53191489;;90,6399957;40,90778046
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2005;83,086;85,78971863;2279,530518;14,5249335;77421;5,3;5,9;79;94;98;;12,26;16,6;;;0;1,176470588;34,04255319;160;46,38297872;;90,64000447;45,81468526
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2006;83,374;85,00331879;2151,950928;14,05871522;79585;5,1;5,6;84;91;93;;12,19;17,6;;;0;5,405405405;34,04255319;160;46,34042553;;90,64000113;50,72158423
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2007;83,632;82,44818878;2388,174072;13,49523551;81877;4,9;5,3;91;94;96;;11,87;16,6;;;0;25;34,04255319;160;44,19148936;;90,6400009;55,62848475
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2008;83,855;82,18096161;2790,112549;12,94988519;83495;4,6;5;97;98;99;;11,52;17;;;0;19,94917408;34,04255319;160;44,17021277;;90,64000091;60,53538541
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2009;84,1;82,64357758;2679,673584;12,53805507;83888;4,4;4,8;96;98;99;;11,07;17,1;;;0;23,45679012;34,04255319;160;44,19148936;;90,63999744;65,5143301
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2010;84,197;85,14788818;3286,529541;12,37513595;80706;4,2;4,5;96;99;99;;10,78;18,7;;;0;11,26885537;34,04255319;160;42,06382979;;90,63999823;70,50408191
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2011;84,296;85,85878754;3555,523193;13,47329485;77783;4;4,3;99;99;99;;10,47;18,6;;;0;13,48684211;34,04255319;160;42,06382979;;90,64000221;75,50464066
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2012;84,334;86,87036133;2788,692383;12,25931464;76834;3,9;4,1;97;98;99;;10,32;18,8;;;0;13,29387662;34,04255319;160;39,91489362;;90,63999844;80,51599714
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2013;84,406;86,40440369;2886,972412;11,26985633;75194;3,7;3,9;94;95;96;;10,14;19,1;;;0;11,24869201;34,04255319;160;40,0212766;;90,64000374;85,53816594
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2014;84,485;88,97815704;3005,215576;10,43599927;73737;3,5;3,7;95;96;97;;10,38;19,4;;;0;10,69994489;34,04255319;160;40;;90,64000409;90,57113457
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2015;84,532;91,29621887;2672,497314;11,10889365;72174;3,3;3,5;94;96;97;;10,76;19;;;0;14,08945046;34,04255319;160;40,0212766;;90,64000093;95,61490373
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2016;84,489;94,65241241;2785,645996;10,1068248;72181;3,2;3,4;94;97;98;;11,19;18,9;;;0;14,46629213;34,04255319;160;40,04255319;;90,64000089;99,96363735
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2017;84,359;95,10903931;2876,241943;10,02191904;73763;3,1;3,2;98;99;99;;11,1;18;;;0;16,38899289;34,04255319;160;40,04255319;;90,64000294;100
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2018;84,242;95,9804306;3159,161621;9,895806387;75162;3;3,1;98;99;99;;11,05;17,6;;;0;14,99644128;34,04255319;160;40,07234043;;90,64000309;100
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2019;84,098;96,20812988;3021,078125;9,010874653;76474;2,9;3;98;99;99;;11,05;17,2;;;0;13,53520613;34,04255319;160;40,00021277;;90,64000449;100
AND;Andorra;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2020;79,418;97,15003967;3282,025879;9,080280591;77380;2,8;2,9;98;98;99;;9,68;20,9;;;0;14,22700185;34,04255319;160;39,95170213;;90,63999567;99,99999522
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2000;72,8804878;86,05120087;25,6606369;27,49864555;3221100;27,8;30,6;55;92;93;0,1;3,71;7,2;70,04174531;625,5032273;0;0,001678416;11,68387777;3326,4;46,46996839;27,27802887;82,65595659;15,01660645
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2001;72,97560976;86,78330994;31,90725899;27,48281267;3211800;26,3;29,1;69;93;94;0,1;3,71;5,4;71,16956794;624,5554713;0;-0,005221932;11,67657183;3324,32;46,64559185;25,16401808;82,72642085;14,85350846
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2002;72,82682927;;59,20983887;27,48480266;3199800;25;27,7;91;91;94;0,1;3,73;8,9;61,8023159;586,4406484;0;-0,009059612;11,66926589;3322,24;48,85844749;25,26607377;82,80295389;14,65991356
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2003;72,82682927;;66,31577301;27,53788736;3182500;23,6;26,4;93;94;94;0,1;4,03;9,8;65,70554651;622,5828814;0;-0,001817851;11,66195996;3320,16;50,7200562;28,80886427;82,88185406;14,45451131
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2004;73,02682927;88,65116119;71,65074158;27,67533861;3164900;22,4;25,1;91;92;91;0,1;4,49;8,7;66,89547996;661,9296799;0;0,258706468;11,65465402;3318,08;52,86266245;36,49220003;82,96113667;14,24513713
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2005;73,07560976;92,05634308;95,55093384;27,93042826;3146400;21,2;23,9;91;94;90;0,1;4,84;6,5;68,09214588;798,5441805;0;-0,00158303;11,64734809;3316;56,37513172;40,39947514;83,04078164;14,03616204
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2006;72,82439024;95,26764679;124,8989563;28,40405947;3127100;20,1;22,7;78;92;87;0,1;4,95;7,7;67,48953711;818,2749974;0;0,005049655;11,64004215;3313,92;61,69301019;41,21592069;83,12083837;13,807576
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2007;72,87317073;96,81826019;170,1533203;29,22198605;3107400;19,1;21,6;85;92;88;0,1;4,88;7;70,54486021;918,1816125;0;0,04069176;11,63273621;3311,84;61,53494907;43,91310687;83,20126051;13,55528824
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2008;73,07317073;96,53294373;261,5996399;30,45475588;3087100;18,1;20,6;89;94;89;0,1;4,9;6,4;73,27760399;973,2171452;0;0,032928943;11,62543028;3309,76;61,42606252;41,88657239;83,28209171;13,30255863
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2009;73,07317073;102,9577637;247,9064179;32,17291681;3066000;17,2;19,6;93;96;93;0,1;4,99;7,8;68,19935696;851,3383877;0;0,082877799;11,61812434;3307,68;61,33825079;35,92360402;83,21591243;13,04991485
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2010;73,17317073;107,7323914;291,7775879;34,44701668;3044800;16,3;18,7;94;97;94;0,1;5,06;9,4;67,39505361;815,627987;0;0,109382222;11,61081841;3305,6;60,94134176;31,01035136;83,14982941;12,79710204
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2011;73,81707317;94,87740326;325,290863;41,81072554;3027900;15,5;17,8;95;97;95;0,1;5,03;8;71,54200207;896,9480238;0;0,071332436;11,60351247;3303,52;59,6452406;35,54454002;83,08384808;12,54412741
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2012;74,1195122;;331,9137878;43,28961483;3024100;14,8;16,9;95;97;95;0,1;4,91;6,6;77,32224246;982,4424153;0;-0,085863614;11,59620653;3301,44;59,11485774;42,87797055;83,01796642;12,290999
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2013;74,62195122;86,87219238;392,8525391;41,05050048;3022000;14,1;16,1;95;97;95;0,1;4,96;6,8;75,48868767;959,8016823;0;0,054474708;11,5889006;3299,36;59,11485774;43,08208194;82,95256346;12,03106007
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2014;74,87317073;86,520401;404,3387451;38,63923761;3013800;13,4;15,4;93;97;93;0,2;4,99;7,1;69,98220831;1045,975114;0;0,059362498;11,58159466;3297,28;59,03407095;41,69704038;82,88749672;11,76411386
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2015;74,87073171;86,44213867;365,5195007;38,11485869;3004600;12,8;14,7;94;97;94;0,2;4,98;10,7;63,48193418;1084,520629;0;0,042313117;11,57428872;3295,2;58,89357218;47,68916752;82,82264018;11,4896728
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2016;74,86829268;;359,5822754;35,86090788;2992300;12,2;14;94;97;94;0,2;4,88;13,2;0;1043,097972;0;0,03239918;11,56691254;3293,1;58,89708465;46,37702289;82,75783351;11,20780834
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2017;75,21707317;;409,8014526;34,01535699;2979400;11,7;13,3;94;96;94;0,2;4,85;12,6;0;1105,96697;0;0,03219575;11,55953635;3291;58,87249737;41,84283423;82,69294008;10,91830739
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2018;75,6195122;83,02494108;428,3457947;34,20136607;2969000;11,2;12,7;92;95;92;0,3;4,98;11,1;0;1072,336825;0;0,27595944;11,55216017;3288,9;58,914647;39,56845021;82,57940936;10,77338453
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2019;76,22195122;86,8260633;533,6995239;32,66182353;2962500;10,7;12,1;92;95;92;0,3;4,98;10,3;0;1163,092847;0;0,362026306;11,54478398;3286,8;58,90410959;41,76993731;82,42792151;10,76468088
ARM;Armenia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2020;73,37560976;88,50802982;535,2723999;30,57963348;2961500;10,2;11,6;92;94;91;0,3;4,28;8,4;0;1233,304559;0;0,750191375;11,64894223;3284,7;59,43808314;41,25965884;82,27677099;10,74899343
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2000;79,23414634;;1626,733887;7,457432827;19028802;5,1;6,2;;91;90;0,1;10,55;8,4;89,32304262;5681,228859;82,88539843;0,585137758;17,15815576;1318141;59,28810382;4,402284553;;93,73018905
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2001;79,63414634;;1550,373901;7,388953462;19274701;5;6,1;94;92;92;0,1;10,55;8,4;98,04703948;5486,394559;83,15177955;0,711865916;17,12863335;1315873;59,31817294;4,376829268;;93,81532901
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2002;79,93658537;;1752,938965;7,26633772;19495210;4,9;6;95;94;92;0,1;10,48;8,7;98,23537742;5480,234643;77,04862561;0,877633979;17,09911094;1313605;58,1856996;4,234512195;;93,90046897
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2003;80,23902439;;2227,127686;7,131202273;19720737;4,9;5,9;95;94;93;0,1;10,57;7,2;93,9279843;5615,576756;77,41324807;1,062082771;17,06958853;1311337;57,20942947;4,092195122;;93,98560893
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2004;80,4902439;;2744,081055;7,02516379;19932722;4,8;5,8;95;94;92;0,1;10,72;6,7;94,07874686;5652,130379;77,58127074;1,126408503;17,04006613;1309069;51,40465746;3,949878049;;94,07074889
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2005;80,84146341;;2995,872559;6,989838942;20176844;4,8;5,7;95;94;92;0,1;10,82;6,7;94,21076669;5624,495613;79,42269845;2,09669801;17,01054372;1306801;53,39937258;3,807560976;;94,15588885
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2006;81,04146341;;3174,868652;7,048149504;20450966;4,7;5,6;95;94;92;0,1;11,05;6,8;94,33483755;5775,116752;79,58639351;2,455010093;16,98102131;1304533;53,27857543;3,568424797;;94,24102881
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2007;81,29268293;;3792,809814;7,166298108;20827622;4,5;5,4;94;94;92;0,1;11,19;7;94,52790817;5853,764132;76,99716644;2,744728714;16,9514989;1302265;51,85367663;3,329288618;;94,32616877
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2008;81,39512195;;4083,429443;7,300822705;21249199;4,4;5,2;94;94;92;0,1;11,28;6,8;94,56509429;5951,192915;75,78868601;3,213949453;16,92197649;1299997;50,67336605;3,090152439;;94,41130873
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2009;81,54390244;;3989,441162;7,408261246;21691653;4,2;5;94;94;92;0,1;11,26;7,1;95,81456189;5843,933129;74,87971567;2,74014555;16,89245408;1297729;50,01848405;2,85101626;;94,49644869
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2010;81,69512195;;4947,963379;7,445151684;22031750;4;4,8;92;94;92;0,1;11,1;8,2;94,91911226;5762,943566;71,32481863;3,252975331;16,86293167;1295461;48,99209872;2,677845528;;94,58158865
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2011;81,89512195;;5876,885254;7,320706635;22340024;3,8;4,5;92;94;92;0,1;10,9;8,3;95,1933823;5698,655973;68,01989869;3,772953215;16,95531026;1302557,8;51,56281322;2,68597561;;94,66672861
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2012;82,04634146;;6038,871582;7,532800294;22733465;3,6;4,3;92;94;92;0,1;10,72;8,3;95,08588829;5533,722338;68,61195219;4,915936255;17,04768884;1309654,6;50,38543145;3,225203252;;94,75186857
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2013;82,14878049;;5811,868652;7,43314062;23128129;3,5;4,1;91;94;91;0,1;10,58;9,2;92,60743883;5533,381464;63,79680066;5,847151578;17,14006743;1316751,4;48,39371022;3,891869919;;94,83700853
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2014;82,3;;6098,254395;7,387603021;23475686;3,4;4;91;94;92;0,1;10,46;9,3;92,130325;5407,438226;61,39242807;7,177788995;17,23244601;1323848,2;48,73839866;3,752642276;;94,92214849
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2015;82,4;159,1107635;5271,933105;7,18466162;23815995;3,3;3,9;93;95;93;0,1;10,39;9,4;92,40859026;5318,666793;63,13326527;7,984316592;17,3248246;1330945;45,31442407;1,87398374;;95,00728845
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2016;82,44878049;155,5943909;5418,436523;7,200695624;24190907;3,2;3,8;94;95;94;0,1;10,25;9,6;0;5216,988672;63,61388259;8,618205326;17,42548771;1340372;44,53992579;2,159146341;;95,09242841
AUS;Australia;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2017;82,5;153,5761261;5770,69043;7,428535959;24592588;3,2;3,8;95;94;95;0,1;10,19;9,9;0;5162,458943;62,72240717;9,367551709;17,42291362;1340174;48,34061794;2,450943368;;95,17756837
