Ulke_Kodu;Ulke_Adi;Kita;Gelismiþlik_Durumu;Yil;Yasam_Beklentisi;Lise_Okullasma_Orani;Kisi_Basi_Saglik_Harcamasi;Hava_Kirliligi_PM25;Nufus;Bebek_Olum_Orani;Bes_Yas_Alti_Olum;Asi_Hepatit_B;Asi_Kizamik;Asi_Difteri;HIV_Prevalansi;Alkol_Tuketimi;Yenilenebilir_Enerji_Payi;Fosil_Yakit_Tuketimi;Kisi_Basi_Enerji_Tuketimi;Komur_Elektrik_Payi;Yenilenebilir_Elektrik_Payi;Orman_Alani_Yuzdesi;Orman_Alani_KM2;Tarim_Arazisi_Yuzdesi;Tatli_Su_Cekim_Orani;Guvenli_Icme_Suyu_Erisimi;Guvenli_Sanitasyon_Erisimi
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2007;70,985;107,9337769;195,9908905;15,81764516;3860158;15,6;19;94;97;98;0,1;14,52;36,2;70,68300537;865,6881246;0;0,15806529;40,34911498;28038,6;36,221039;3,130340043;60,55299555;24,17948295
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2008;70,949;110,878418;281,8467102;16,44107335;3848449;14,1;17,1;89;97;92;0,1;14,7;36,3;66,78333044;780,7884909;0;0,082929138;40,43804864;28100,4;36,17786732;3,136074316;60,76465696;23,72480579
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2009;71,058;106,6533279;270,2170105;17,31077715;3814419;12,9;15,5;54;83;88;0,1;14,8;36,7;66,98766944;811,6048838;0;0,058541715;40,5269823;28162,2;35,94761836;3,085573284;60,97546689;23,26098938
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2010;71,732;;287,7590027;18,44618402;3786695;11,8;14,2;95;94;92;0,1;14,84;39,1;64,69847622;824,6050831;0;0,078032398;40,61591596;28224;35,40077709;3,035072252;61,18580493;22,78771912
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2011;72,485;;315,2968445;22,19918141;3756441;10,9;13,1;89;91;94;0,1;14,99;31,5;72,75749503;943,6420901;0,002942908;0,024131842;40,61591596;28224;35,14750324;2,98457122;61,39528446;22,30525301
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2012;72,672;;349,9043274;23,06312599;3728874;10,2;12,2;92;93;92;0,1;14,67;28,7;74,45474731;993,8477224;0;-0,025683342;40,61591596;28224;35,0410131;2,934070188;61,60430759;21,81325107
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2013;73,025;107,0388323;368,1625366;22,25175769;3717668;9,6;11,5;96;97;93;0,2;14,22;32,4;64,58937099;1118,866167;0;0,002087683;40,61591596;28224;35,7763707;2,883569155;62,63427906;21,31232589
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2014;73,105;105,7570889;392,8609924;20,97917548;3719414;9,2;11;91;92;91;0,2;14,02;30,7;71,39239354;1193,781898;0;0,003278372;40,61591596;28224;34,76759246;2,833068123;63,67557528;20,80180793
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2015;73,241;106,7641555;347,7178345;20,33047365;3725276;8,9;10,6;94;96;94;0,2;13,95;27,5;73,9831017;1259,159979;0;-0,002215453;40,61591596;28224;34,79781263;2,782567091;64,72778698;20,74196558
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2016;73,136;107,7799018;369,5184937;19,31396689;3727505;8,7;10,2;92;93;92;0,2;13,97;27,2;0;1300,498944;0,138240885;0,08432694;40,61591596;28224;34,45100014;2,732066059;65,79486874;26,48906854
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2017;73,435;109,5232037;377,9252014;18,53426896;3728004;8,5;10;91;95;91;0,3;13,97;27,5;0;1312,786103;0,208134594;0,770791779;40,61591596;28224;34,31860699;2,364579391;66,87580406;32,45464971
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2018;73,985;111,616827;365,9158325;18,45423844;3726549;8,3;9,8;93;98;93;0,3;14,33;27,4;0;1301,877288;0,090549885;0,707770826;40,61591596;28224;34,16606706;2,221090659;67,97174787;38,64161754
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2019;74,165;111,9008539;339,8667908;17,61830215;3720161;8,2;9,6;94;99;94;0,3;14,33;24,7;0;1371,179347;0;0,750168691;40,61591596;28224;34,14304216;2,704524342;69,08253744;45,0536221
GEO;Georgia;Avrupa ve Orta Asya;Üst-Orta Gelirli;2020;73,509;108,0669948;389,4226074;17,04384211;3722716;8;9,4;88;91;88;0,3;14,41;23,4;0;1327,386445;0;0,869253517;40,61591596;28224;34,21931213;2,844864958;69,45645358;51,694173
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2000;77,92682927;;2336,362305;18,14957903;82211508;4,4;5,4;84;92;90;;13,82;3,7;83,61750929;4094,279015;52,7561691;2,383690375;32,53761284;113540;48,91245164;41,95072755;99,8429006;96,05604292
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2001;78,32926829;99,55480194;2338,122314;17,80805648;82349925;4,3;5,2;86;94;93;;13,82;3,9;83,60096766;4210,000801;51,43995798;2,585580639;32,55803955;113595;48,82201204;41,79985514;99,84290126;96,07040676
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2002;78,22926829;100,8536072;2557,535645;17,42512097;82488495;4,2;5,1;87;94;93;;13,48;4,4;83,27377873;4108,617295;52,25773572;3,639546339;32,57753827;113650;48,63555581;41,54923271;99,84290246;96,08470154
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2003;78,3804878;101,2267838;3139,363281;17,05341866;82534176;4,1;5;90;95;97;;13,26;5,4;82,93916015;4096,477943;51,62936434;4,653052247;32,59797598;113705;48,74000172;40,13634019;99,84290561;96,09892796
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2004;78,6804878;101,3777771;3447,269775;16,74559574;82516260;4;4,9;88;96;96;;13,07;6,3;82,22187933;4131,610837;49,89459106;6,020525216;32,6174843;113760;48,77999828;38,82889346;99,84934909;96,14101164
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2005;78,93170732;101,4364929;3544,566162;16,55429837;82469422;3,9;4,7;90;96;96;;13,01;7,3;81,39007763;4109,880586;47,78467504;7,023433914;32,6341897;113815;48,83300837;37,69864019;99,85582871;96,18303935
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2006;79,13170732;102,4863968;3681,365967;16,46733402;82376451;3,8;4,6;87;96;96;;12,89;8,6;80,67165831;4235,938766;46,61966462;8,198539635;32,65370498;113870;48,59486121;37,13296636;99,86233694;96,2249339
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2007;79,53414634;102,0097733;4162,6875;16,41788403;82266372;3,7;4,5;86;97;96;;12,79;10,5;80,5058881;4023,739359;48,06892315;10,63363021;32,67416181;113925;48,61330198;30,14485981;99,86888025;96,26684233
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2008;79,73658537;103,2407303;4647,310059;16,3766554;82110097;3,6;4,4;87;97;96;;12,6;10,2;79,91048689;4081,879987;44,51491763;11,51553053;32,69368672;113980;48,53569687;36,32639813;99,87546138;96,30862698
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2009;79,83658537;103,3142929;4655,171875;16,31435512;81902307;3,5;4,3;88;97;96;;12,46;10,7;79,31620248;3821,625006;43,63227594;12,89388049;32,71133932;114035;48,43808267;37,0915514;99,87844786;96,35034702
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2010;79,98780488;104,8913574;4592,071289;16,2016902;81776930;3,5;4,2;88;97;96;0,1;12,41;11,6;78,91374352;4029,830858;43,19196993;13,30348117;32,73087185;114090;47,91003242;30,83271028;99,88152995;96,392011
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2011;80,43658537;105,3465118;5016,23584;15,71617116;80274983;3,4;4,1;87;97;95;0,1;12,39;12,5;79,91474485;3891,871754;44,42518059;17,34823192;32,73754877;114110;47,96591692;34,04000187;99,88470673;96,43361848
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2012;80,53902439;104,4422379;4744,870117;13,90785926;80425823;3,4;4;87;97;95;0,1;12,39;13,6;79,87342822;3913,439204;45,53662659;19,30356478;32,74516555;114130;47,81086819;31,44592617;99,8877144;96,46228821
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2013;80,4902439;103,9353333;5080,624023;13,66339682;80645605;3,3;4;87;97;93;0,1;12,31;13,6;80,13918693;3986,185052;46,815333;20,25063371;32,71898647;114150;47,85886265;23,66915888;99,89073143;96,49096239
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2014;81,0902439;103,3038712;5287,344238;12,28224809;80982500;3,3;4;87;97;93;0,1;12,23;14;79,39572885;3794,447203;45,38185363;22,76802069;32,72284322;114170;47,93637145;29,25989907;99,89375167;96,51963619
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2015;80,64146341;102,1924133;4605,590332;12,82535251;81686611;3,3;3,9;87;97;93;0,1;12,15;14,6;79,628037;3780,850276;43,76153964;26,19244835;32,73232815;114190;47,95906667;27,88168692;99,89677753;96,54831147
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2016;80,9902439;100,8523102;4723,324219;11,7806959;82348669;3,3;3,9;88;97;91;0,1;12,17;14,2;0;3765,217999;42,00114075;26,00142363;32,68548202;114190;47,68433707;22,84392523;99,899839;96,57797134
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2017;80,99268293;101,0956421;5039,353027;11,89784511;82657002;3,2;3,8;88;97;91;0,1;12,23;15,2;0;3763,194042;38,67433148;30,00858162;32,68454647;114190;47,76311647;25,93308785;99,90294892;96,60855253
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2018;80,89268293;100,8373032;5473,557129;11,6526031;82905782;3,2;3,8;88;97;91;0,1;12,22;16;0;3659,229245;37,31240281;31,91135232;32,68361097;114190;47,64153644;25,15993832;99,90611742;96,64012407
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2019;81,29268293;101,1525574;5447,317871;10,63784953;83092962;3,1;3,7;88;97;91;0,1;12,22;17,1;0;3570,881593;29,95582592;36,34780374;32,68267552;114190;47,70027763;24,10520467;99,90934437;96,67261054
DEU;Germany;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2020;81,04146341;101,3078003;5906,806152;10,28768943;83160871;3,1;3,7;88;97;91;0,1;11,84;18,5;0;3349,199314;24,97106673;40,44750131;32,68267552;114190;47,49706632;24,10520467;99,91264871;96,70602132
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2000;80,145;106,0562363;;;27709;;;;;;;;0;83,22111213;5544,252074;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2001;80,419;111,2706375;;;27657;;;;;;;;0;;4439,76843;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2002;80,59;;;;27831;;;;;;;;0;;4176,863853;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2003;80,713;;;;28274;;;;;;;;0;;4108,886048;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2004;80,856;;;;28715;;;;;;;;0;;4010,015907;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2005;80,991;;;;29163;;;;;;;;0;;3946,776312;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2006;81,103;;;;29594;;;;;;;;0;;3951,441204;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2007;81,269;;;;30006;;;;;;;;0;;4086,632118;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2008;81,541;111,7490005;;;30413;;;;;;;;0;;4157,597661;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2009;81,807;109,7350998;;;30823;;;;;;;;0;;4168,160393;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2010;82,08;;;;31248;;;;;;;;0;;4325,489404;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2011;82,333;;;;31660;;;;;;;;0;;4327,290155;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2012;82,527;;;;32029;;;;;;;;0;;4245,370413;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2013;82,586;;;;32407;;;;;;;;0;;4046,973859;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2014;82,644;;;;32813;;;;;;;;0;;3820,020314;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2015;82,668;;;;33193;;;;;;;;0;;3746,066152;0;0;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2016;82,741;132,3251418;;;33658;;;;;;;;0;0;3662,379442;;;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2017;82,858;132,4550898;;;34245;;;;;;;;0;0;3649,121715;;;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2018;83,028;;;;34854;;;;;;;;0;0;3729,268863;;;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2019;83,183;100,9831467;;;35494;;;;;;;;0;0;4273,709048;;;0;0;;;100;
GIB;Gibraltar;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2020;83,07;100,5002289;;;36173;;;;;;;;0;0;3331,81211;;;0;0;;;100;
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2000;77,88780488;97,09967041;885,4105225;24,38877889;10805808;5,5;6,4;89;89;89;0,1;8,73;7,8;94,38860362;2512,020039;63,72787549;0,837620489;27,93040807;36002,296;66,16757176;15,54413793;99,37368475;77,87459064
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2001;78,38780488;102,0476532;1004,81543;24,14883388;10862132;5,1;6;90;91;91;0,1;8,73;7,1;94,18826351;2583,561281;65,97460152;1,555005214;28,16436695;36303,869;65,46159814;15,73413793;99,41609252;78,45833528
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2002;78,64146341;98,18379974;1168,824097;23,80196717;10902022;4,8;5,6;91;92;92;0,1;8,77;7,3;93,86002664;2603,605623;63,29841781;1,423051568;28,39832661;36605,443;64,72459271;15,92413793;99,4612186;79,09969064
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2003;78,84146341;94,34111786;1566,40979;23,38842576;10928070;4,4;5,2;92;94;94;0,1;8,85;7,6;93,76746509;2672,759822;60,14947581;1,925911991;28,63228549;36907,016;64,01861908;16,15833333;99,5054011;79,73823625
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2004;79,03902439;92,8870163;1782,695923;22,94845667;10955141;4,1;4,9;92;95;95;0,1;9,23;7,8;93,57224002;2717,471004;59,61648637;2,098928319;28,86624515;37208,59;62,68425136;16,39252874;99,54867284;80,37458607
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2005;79,23902439;96,8381424;1935,267578;22,52230692;10987314;3,9;4,6;93;96;96;0,1;9,27;8;93,22031345;2758,67496;59,2185938;2,315728091;29,10020403;37510,163;62,10240497;16,62672414;99,59100758;81,00786957
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2006;79,43902439;96,81659698;2052,875488;22,03116294;11020362;3,7;4,3;94;98;98;0,1;9,34;8,5;92,68083939;2748,700869;53,07539193;2,985063087;29,33416292;37811,736;61,0007758;16,6062069;99,63243663;81,63841233
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2007;79,43902439;95,97881317;2426,759521;21,44685799;11048473;3,5;4,1;95;99;99;0,1;9,28;8,1;92,93260865;2737,504718;54,6113141;3,155852337;29,56812258;38113,31;60,14740109;16,58568966;99,67297222;82,26652471
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2008;79,93902439;;2840,508545;20,88560931;11077841;3,4;4;95;99;99;0,1;9,25;8,3;92,63554712;2749,779263;52,32395802;3,825205101;29,80208146;38414,883;59,4026377;16,72116379;99,70701878;82,89223004
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2009;80,18780488;;2809,05957;20,46363412;11107017;3,3;4;95;99;99;0,1;9,11;9,2;92,1905329;2654,843234;55,73524617;4,582295403;30,03604112;38716,457;58,65011637;16,8575;99,52658307;83,51496426
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2010;80,38780488;107,8190536;2564,369873;20,29714968;11121341;3,3;3,9;95;99;99;0,2;8,72;11,4;90,18869805;2487,529189;53,64863688;5,333890776;30,27;39018,03;58,09930178;16,99211207;99,34575326;84,13505345
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2011;80,73170732;105,9560471;2338,915771;21,38335429;11104899;3,4;4;95;99;99;0,2;8,48;11,4;90,6497139;2413,161298;52,26293829;6,9532943;30,27;39018,03;57,37781226;17,12931034;99,16453191;84,75279921
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2012;80,63414634;106,2905502;1948,248169;18,80951135;11045011;3,4;4;98;99;99;0,2;8,24;14,2;89,94144827;2408,755765;51,04906577;9,428944044;30,27;39018,03;56,50116369;17,12931034;98,98293145;85,36850818
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2013;81,28536585;107,4143066;1832,029541;17,96008079;10965211;3,5;4,1;98;99;99;0,2;8,1;16,6;87,79012479;2133,128359;46,2031075;14,00323698;30,27;39018,03;55,49262995;17,11206897;98,80095224;85,98163111
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2014;81,38536585;103,4685898;1700,494263;16,86992653;10892413;3,6;4,2;96;97;99;0,2;7,77;16,4;85,85147637;2128,792317;51,00843999;15,25664699;30,27;39018,03;48,10705974;17,09655172;98,61860332;86,59219236
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2015;81,03658537;103,3777008;1481,419678;17,23720728;10820883;3,6;4,3;96;97;99;0,2;7,48;17,5;83,88257694;2148,047079;42,61672514;16,87161198;30,27;39018,03;48,09154383;17,08275862;98,435884;87,20048691
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2016;81,38780488;103,9520721;1513,259399;15,77503457;10775971;3,6;4,3;96;97;99;0,2;7,34;16,4;0;2109,416567;34,68716705;17,17605349;30,26997673;39018;47,60279286;17,47586207;98,25150976;87,80653219
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2017;81,28780488;104,2287903;1509,784424;15,67241003;10754679;3,6;4,3;96;97;99;0,2;7,28;16,4;0;2148,051564;33,95396808;17,8035501;30,26997673;39018;46,96307836;17,47241379;98,0558404;88,4421309
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2018;81,78780488;103,8916931;1603,077881;15,58401002;10732882;3,6;4,2;96;97;99;0,2;7,12;17,9;0;2089,360442;32,26502948;19,53715595;30,26997673;39018;46,11086424;17,45172414;97,86017757;89,08488732
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2019;81,63902439;106,5278397;1569,028442;14,94190555;10721582;3,5;4,1;96;97;99;0,2;7,12;18,5;0;2058,543384;24,93110682;24,8796323;30,26997673;39018;45,48926455;17,43965517;97,66450045;89,72489556
GRC;Greece;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2020;81,28780488;103,6158295;1674,78418;14,40892804;10698599;3,4;4,1;96;97;99;0,2;5,81;20,1;0;1839,488189;13,68883546;29,45184556;30,26997673;39018;43,63584562;17,45172414;97,46883255;90,36246999
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2000;64,80341463;;;6,916462368;56185;;;;;;;;9,2;;;0;5,623508353;0,000535997;2,2;0,584236813;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2001;65,00585366;;;6,859112467;56379;;;;;;;;8,7;;;0;3,341546968;0,000535997;2,2;0,584967718;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2002;65,4195122;;;6,810878924;56595;;;;;;;;9,5;;;0;2,99581446;0,000535997;2,2;0,585698623;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2003;66,12292683;;;6,764374052;56751;;;;;;;;9,5;;;0;3,103263777;0,000535997;2,2;0,586429529;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2004;66,80804878;;;6,712210161;56898;;;;;;;;6,7;;;0;1,843690979;0,000535997;2,2;0,587160434;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2005;67,30512195;;;6,646999565;56935;;;;;;;;7;;;0;2,655508698;0,000535997;2,2;0,587891339;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2006;67,81804878;;;6,562318525;56775;;;;;;;;7,1;;;0;2,195726357;0,000535997;2,2;0,588622244;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2007;68,27390244;;;6,456460021;56555;;;;;;;;6,9;;;0;2,459281413;0,000535997;2,2;0,589353149;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2008;68,56609756;;;6,32911144;56328;;;;;;;;6,9;;;0;2,369807478;0,000535997;2,2;0,590084054;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2009;69,03219512;;;6,17996017;56323;;;;;;;;8,8;;;0;2,190627888;0,000535997;2,2;0,590814959;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2010;69,3497561;;;6,008693596;56534;;;;;;;;10,1;;;0;2,591083014;0,000535997;2,2;0,591545864;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2011;69,61463415;;;5,74056233;56890;;;;;;;;10,2;;;0;2,367996397;0,000535997;2,2;0,592276769;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2012;69,9595122;;;6,180185817;56810;;;;;;;;10,1;;;0;2,607836319;0,000535997;2,2;0,593007675;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2013;70,29170732;;;6,23885063;56483;;;;;;;;11,2;;;0;3,018574418;0,000535997;2,2;0,592203679;;;
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2014;70,50829268;;;6,551713058;56295;;;;;;;;12,5;;;0;2,303481419;0,000535997;2,2;0,592228042;;;0
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2015;70,9097561;;;6,144690393;56114;;;;;;;;13,1;;;0;2,33734399;0,000535997;2,2;0,592276769;;;0
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2016;71,19902439;;;6,467248274;56186;;;;;;;;12,4;;;0;2,370038925;0,000535997;2,2;0,592301133;;;0
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2017;71,25634146;;;7,492154833;56172;;;;;;;;11,3;;;0;2,309112208;0,000535997;2,2;0,592301133;;;0
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2018;71,36097561;;;6,756305492;56023;;;;;;;;11,4;;;0;2,380152518;0,000535997;2,2;0,592301133;;;0
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2019;71,40926829;;;6,489507459;56225;;;;;;;;10,9;;;0;2,637864232;0,000535997;2,2;0,592301133;;;0
GRL;Greenland;Avrupa ve Orta Asya;Yüksek Gelirli (Geliþmiþ);2020;71,28585366;;;6,556247542;56367;;;;;;;;11,8;;;0;2,444685647;0,000535997;2,2;0,592301133;;;0
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2000;74,894;;;9,206100073;160065;;;;;;;;0,4;;;0;0;44,44444444;240;37,03703704;;99,47355332;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2001;75,195;;;9,103276045;161329;;;;;;;;0,4;;;0;0;44,44444444;240;37,03703704;;99,47608733;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2002;75,506;;;8,939517658;162315;;;;;;;;0,4;;;0;0;44,44444444;240;37,03703704;;99,4445457;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2003;75,885;;;8,745297066;163137;;;;;;;;0,5;;;0;0;44,44444444;240;37,03703704;;99,38640535;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2004;76,114;;;8,551086423;163810;;;;;;;;0,5;;;0;0;44,44444444;240;37,03703704;;99,32826192;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2005;76,427;;;8,387357884;164365;;;;;;;;0,4;;;0;0;44,44444444;240;37,03703704;;99,27011539;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2006;76,477;;;8,268786785;164839;;;;;;;;0,4;;;0;0;44,44444444;240;37,03703704;;99,21196577;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2007;76,397;;;8,173274714;165267;;;;;;;;0,4;;;0;0;44,44444444;240;35,18518519;;99,15381306;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2008;76,233;;;8,076133203;165693;;;;;;;;0,4;;;0;0;44,44444444;240;35,18518519;;99,09565726;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2009;76,141;;;7,952673781;166173;;;;;;;;0,5;;;0;0,004491253;44,44444444;240;33,33333333;;99,03749837;
GUM;Guam;Doðu Asya ve Pasifik;Yüksek Gelirli (Geliþmiþ);2010;76,095;;;7,77820798;166522;;;;;;;;0,5;;;0;0,008956962;44,44444444;240;33,33333333;;98,97933639;
